"의료기관시도별","보험급여별","수술종류별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"광주","의료급여","심장수술(관상동맥 우회수술 제외)","수술인원수[명]","명","","","","","","","","","","23","26","22","19","16","42","54","53",
"광주","의료급여","심장수술(관상동맥 우회수술 제외)","수술건수[건]","건","","","","","","","","","","23","28","23","19","16","43","56","55",
"광주","의료급여","순열 및 구개열 수술","수술인원수[명]","명","1","2","2","4","2","5","6","2","6","3","5","6","3","5","2","2","1",
"광주","의료급여","순열 및 구개열 수술","수술건수[건]","건","1","3","2","4","2","5","6","2","6","3","5","8","3","7","2","2","1",
"광주","의료급여","치핵 수술","수술인원수[명]","명","451","466","478","530","428","384","460","422","330","352","355","350","279","285","246","214","206",
"광주","의료급여","치핵 수술","수술건수[건]","건","464","501","490","534","435","386","462","424","333","355","357","353","282","289","246","216","208",
"광주","의료급여","내시경하 척추수술","수술인원수[명]","명","7","2","2","2","2","2","3","2","2","","-","2","1","3","4","12","9",
"광주","의료급여","내시경하 척추수술","수술건수[건]","건","7","2","2","2","2","2","3","2","2","","-","2","1","3","4","12","9",
"광주","의료급여","일반 척추수술","수술인원수[명]","명","437","477","578","558","599","522","607","598","578","551","547","526","537","539","580","629","575",
"광주","의료급여","일반 척추수술","수술건수[건]","건","463","532","615","583","624","544","642","636","617","587","582","554","571","574","614","668","609",
"광주","의료급여","내시경하 부비동 수술","수술인원수[명]","명","","","","120","121","127","104","111","128","140","141","124","119","116","48","55","40",
"광주","의료급여","내시경하 부비동 수술","수술건수[건]","건","","","","122","125","127","107","113","131","141","143","124","121","118","48","60","40",
"광주","의료급여","일반 부비동 수술","수술인원수[명]","명","83","102","85","41","26","18","16","11","15","14","9","5","12","7","2","2","3",
"광주","의료급여","일반 부비동 수술","수술건수[건]","건","86","114","88","42","28","18","19","11","17","14","9","6","13","7","3","3","3",
"광주","의료급여","줄기세포이식술","수술인원수[명]","명","","","","","","","","","","","","","","","","","1",
"광주","의료급여","줄기세포이식술","수술건수[건]","건","","","","","","","","","","","","","","","","","1",
"대전","계","계","수술인원수[명]","명","47201","48813","49090","51312","53751","51374","54328","53529","53450","52633","55228","56000","56901","60205","55335","56515","57159",
"대전","계","계","수술건수[건]","건","52041","54173","54155","57248","60540","58312","60385","59383","59388","58949","62734","64363","65691","70455","65443","67633","69250",
"대전","계","백내장 수술","수술인원수[명]","명","7816","8179","8491","8574","9939","10682","10146","10374","10765","11162","12108","12555","13195","15025","14303","15075","15286",
"대전","계","백내장 수술","수술건수[건]","건","10451","11101","11359","11620","13720","14957","14119","14250","14654","15473","17001","17842","19093","22076","21331","22504","22957",
"대전","계","편도절제술(아데노이드 적출술 유무에 상관없이)","수술인원수[명]","명","1469","1461","1397","1531","1561","1466","1591","1538","1426","1272","1489","1787","1632","1711","1266","864","748",
"대전","계","편도절제술(아데노이드 적출술 유무에 상관없이)","수술건수[건]","건","1479","1465","1401","1538","1566","1469","1595","1542","1435","1274","1496","1828","1647","1720","1307","898","766",
"대전","계","경피적 관상동맥확장술 및 절제술","수술인원수[명]","명","280","297","328","349","394","413","385","428","440","385","339","354","438","489","399","405","442",
"대전","계","경피적 관상동맥확장술 및 절제술","수술건수[건]","건","288","308","338","355","404","421","391","441","451","392","346","365","442","504","415","423","471",
"대전","계","스텐트삽입술","수술인원수[명]","명","2044","1837","1944","2199","2647","2560","2801","2527","2550","2382","2695","2932","3073","3224","2871","2751","2539",
"대전","계","스텐트삽입술","수술건수[건]","건","2165","1939","2020","2257","2734","2625","2861","2575","2617","2434","2744","3016","3154","3314","2970","2874","2676",
"대전","계","관상동맥 우회수술","수술인원수[명]","명","33","45","39","55","50","62","49","46","42","33","25","50","54","86","79","121","126",
"대전","계","관상동맥 우회수술","수술건수[건]","건","33","45","39","56","50","62","50","46","42","33","25","50","54","87","83","124","129",
"대전","계","심장 카테터 삽입술","수술인원수[명]","명","80","67","63","58","65","34","108","68","63","49","50","37","25","19","16","24","26",
"대전","계","심장 카테터 삽입술","수술건수[건]","건","83","70","63","59","69","35","110","69","68","51","51","37","25","20","16","25","27",
"대전","계","정맥류 결찰 및 제거수술","수술인원수[명]","명","380","373","72","199","265","320","363","476","428","348","392","299","255","250","180","144","147",
"대전","계","정맥류 결찰 및 제거수술","수술건수[건]","건","391","378","111","203","267","328","396","483","431","349","396","300","256","252","182","145","152",
"대전","계","충수절제술","수술인원수[명]","명","3682","3587","3396","3484","3565","3361","3452","3592","3471","3356","3346","3235","3071","3059","2717","2568","2509",
"대전","계","충수절제술","수술건수[건]","건","3682","3603","3397","3486","3569","3365","3456","3594","3474","3357","3382","3481","3155","3069","2786","2648","2600",
"대전","계","심박조율장치의 삽입,교체,제거 및 교정","수술인원수[명]","명","156","145","113","185","185","233","418","369","502","462","466","484","424","464","446","459","522",
"대전","계","심박조율장치의 삽입,교체,제거 및 교정","수술건수[건]","건","161","153","113","193","194","237","434","383","515","483","486","501","444","480","472","485","565",
"대전","계","담낭절제술(복강경적 담낭절제술 포함)","수술인원수[명]","명","1271","1381","1490","1898","2089","2140","2370","2536","2434","2584","2798","2908","3147","3374","3104","3140","3200",
"대전","계","담낭절제술(복강경적 담낭절제술 포함)","수술건수[건]","건","1272","1398","1494","1901","2095","2142","2375","2538","2439","2586","2800","2917","3157","3383","3142","3177","3317",
"대전","계","내시경 및 경피적 담도수술","수술인원수[명]","명","574","539","567","635","842","796","949","898","1023","1015","1127","1309","1458","1626","1443","1704","1902",
"대전","계","내시경 및 경피적 담도수술","수술건수[건]","건","605","571","611","666","904","870","1037","978","1139","1115","1249","1465","1729","2101","1692","2151","2443",
"대전","계","서혜 및 대퇴 허니아 수술","수술인원수[명]","명","1400","1383","1310","1455","1398","1339","1311","1212","1213","1218","1257","1201","1314","1243","1126","1238","1182",
"대전","계","서혜 및 대퇴 허니아 수술","수술건수[건]","건","1413","1398","1326","1471","1411","1354","1327","1224","1226","1230","1275","1245","1346","1259","1145","1266","1213",
"대전","계","경요도 전립선 절제술","수술인원수[명]","명","228","186","199","220","227","284","303","365","344","339","348","334","321","333","315","312","414",
"대전","계","경요도 전립선 절제술","수술건수[건]","건","230","190","201","221","229","286","305","368","348","342","349","338","326","335","332","326","467",
"대전","계","전립선 절제술","수술인원수[명]","명","46","72","73","87","78","78","94","94","91","108","101","119","106","89","96","90","43",
"대전","계","전립선 절제술","수술건수[건]","건","46","72","73","91","78","78","94","94","91","108","101","119","106","89","102","99","53",
"대전","계","자궁절제술","수술인원수[명]","명","3487","3355","3576","3613","3083","1722","1764","1651","1699","1732","1672","1450","1555","1507","1178","1253","1274",
"대전","계","자궁절제술","수술건수[건]","건","3491","3374","3587","3621","3093","1723","1765","1655","1702","1735","1832","1520","1569","1512","1189","1272","1291",
"대전","계","제왕절개수술","수술인원수[명]","명","5133","6006","6143","6208","6560","6353","7256","6885","6963","7005","6836","6233","5883","5748","5268","5262","5478",
"대전","계","제왕절개수술","수술건수[건]","건","5133","6009","6143","6209","6564","6355","7257","6886","6966","7006","6934","6244","5887","5751","5282","5272","5492",
"대전","계","고관절 치환술","수술인원수[명]","명","202","221","237","217","264","280","353","328","933","931","1017","1052","1070","1232","1140","1175","1260",
"대전","계","고관절 치환술","수술건수[건]","건","207","234","246","224","274","284","362","336","950","947","1051","1088","1094","1268","1253","1334","1461",
"대전","계","슬관절 치환술","수술인원수[명]","명","871","1100","1342","1440","1636","1682","1775","1820","1808","1793","2247","2177","2313","2710","2431","2967","3299",
"대전","계","슬관절 치환술","수술건수[건]","건","932","1195","1427","1553","1724","1723","1834","1866","1857","1854","2496","2464","2454","2820","2571","3281","3908",
"대전","계","유방 부분 절제술","수술인원수[명]","명","247","280","231","197","787","773","936","886","891","876","955","978","1051","1015","869","964","951",
