"의료기관시도별","환자거주지역별","수술종류별","항목","단위","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"광주","계","치핵 수술","수술건수[건]","건","10308","9629","9164","8545","8067","8036","7188","6760","6324","5518","5712",
"광주","계","치핵 수술","입원일수[일]","일","48335","40633","35545","33006","31723","31498","27470","24140","21262","18002","18187",
"광주","계","치핵 수술","진료비[천원]","천원","9486757","8614994","8234532","7916644","7599257","7776386","7437656","7498969","7201906","6434622","6839173",
"광주","계","내시경하 척추수술","수술인원수[명]","명","49","63","86","36","9","52","18","151","248","298","255",
"광주","계","내시경하 척추수술","수술건수[건]","건","49","64","86","36","9","52","18","153","255","300","259",
"광주","계","내시경하 척추수술","입원일수[일]","일","927","847","739","393","119","582","218","1124","1999","2425","2129",
"광주","계","내시경하 척추수술","진료비[천원]","천원","119717","127783","129019","62680","21178","103782","39058","261091","462643","542460","546648",
"광주","계","일반 척추수술","수술인원수[명]","명","7965","8070","7435","6968","7136","6711","6724","7044","7546","8111","7860",
"광주","계","일반 척추수술","수술건수[건]","건","8328","8467","7780","7300","7483","6972","7019","7393","7819","8456","8245",
"광주","계","일반 척추수술","입원일수[일]","일","119045","117619","110025","103623","111278","101545","102585","106811","108208","115634","111430",
"광주","계","일반 척추수술","진료비[천원]","천원","23925136","23848918","22666207","22346084","24069730","23343881","26543592","29399831","32938035","36172504","36461800",
"광주","계","내시경하 부비동 수술","수술인원수[명]","명","3000","3083","2987","3301","3430","3169","2981","2945","1417","1331","1336",
"광주","계","내시경하 부비동 수술","수술건수[건]","건","3128","3182","3071","3360","3499","3253","3057","3043","1468","1380","1379",
"광주","계","내시경하 부비동 수술","입원일수[일]","일","11826","11761","11991","12922","13243","13071","12392","11947","6051","5746","5709",
"광주","계","내시경하 부비동 수술","진료비[천원]","천원","2779935","2836744","2929395","3385253","3669437","3665801","4024007","4400532","2743181","2795556","2749877",
"광주","계","일반 부비동 수술","수술인원수[명]","명","329","274","200","235","159","112","191","65","58","36","59",
"광주","계","일반 부비동 수술","수술건수[건]","건","337","277","231","242","166","118","201","69","62","39","60",
"광주","계","일반 부비동 수술","입원일수[일]","일","1830","1313","1213","1745","1318","833","1526","355","297","136","285",
"광주","계","일반 부비동 수술","진료비[천원]","천원","433648","338121","293870","414763","270172","220152","456079","140422","162044","68350","141142",
"광주","계","줄기세포이식술","수술인원수[명]","명","","","","","","","","","","","4",
"광주","계","줄기세포이식술","수술건수[건]","건","","","","","","","","","","","4",
"광주","계","줄기세포이식술","입원일수[일]","일","","","","","","","","","","","111",
"광주","계","줄기세포이식술","진료비[천원]","천원","","","","","","","","","","","95659",
"대전","계","계","수술인원수[명]","명","54328","53529","53450","52633","55228","56000","56901","60205","55335","56515","57159",
"대전","계","계","수술건수[건]","건","60385","59383","59388","58949","62734","64363","65691","70455","65443","67633","69250",
"대전","계","계","입원일수[일]","일","403121","388888","384583","372687","384650","377049","400219","430968","390617","412322","413071",
"대전","계","계","진료비[천원]","천원","138587619","139187310","145705340","153070661","171518651","184419943","211247168","242747295","240334601","262268217","274088036",
"대전","계","백내장 수술","수술인원수[명]","명","10146","10374","10765","11162","12108","12555","13195","15025","14303","15075","15286",
"대전","계","백내장 수술","수술건수[건]","건","14119","14250","14654","15473","17001","17842","19093","22076","21331","22504","22957",
"대전","계","백내장 수술","입원일수[일]","일","20991","21308","20787","21477","22324","23242","24658","27762","26661","29195","27848",
"대전","계","백내장 수술","진료비[천원]","천원","13648438","13247443","14220537","15876322","17180975","18428657","20698984","24298213","26605404","29435716","29422680",
"대전","계","편도절제술(아데노이드 적출술 유무에 상관없이)","수술인원수[명]","명","1591","1538","1426","1272","1489","1787","1632","1711","1266","864","748",
"대전","계","편도절제술(아데노이드 적출술 유무에 상관없이)","수술건수[건]","건","1595","1542","1435","1274","1496","1828","1647","1720","1307","898","766",
"대전","계","편도절제술(아데노이드 적출술 유무에 상관없이)","입원일수[일]","일","7321","6475","5430","5170","5961","6761","5976","6227","5029","3733","2841",
"대전","계","편도절제술(아데노이드 적출술 유무에 상관없이)","진료비[천원]","천원","1433733","1463030","1421552","1508667","1760220","2211076","2214630","2493726","2293398","1771630","1379018",
"대전","계","경피적 관상동맥확장술 및 절제술","수술인원수[명]","명","385","428","440","385","339","354","438","489","399","405","442",
"대전","계","경피적 관상동맥확장술 및 절제술","수술건수[건]","건","391","441","451","392","346","365","442","504","415","423","471",
"대전","계","경피적 관상동맥확장술 및 절제술","입원일수[일]","일","2138","2484","2106","1876","1702","2016","2228","2337","2142","2139","2122",
"대전","계","경피적 관상동맥확장술 및 절제술","진료비[천원]","천원","2279380","2517070","2340396","2252232","2185841","2695743","3489809","4444892","3655902","3990986","4153729",
"대전","계","스텐트삽입술","수술인원수[명]","명","2801","2527","2550","2382","2695","2932","3073","3224","2871","2751","2539",
"대전","계","스텐트삽입술","수술건수[건]","건","2861","2575","2617","2434","2744","3016","3154","3314","2970","2874","2676",
"대전","계","스텐트삽입술","입원일수[일]","일","14945","13067","11713","11198","12230","13133","14139","14694","13704","12625","12231",
"대전","계","스텐트삽입술","진료비[천원]","천원","21063978","18737782","17676426","17394812","21138016","25731316","29491751","32092267","30026956","29850241","28001076",
"대전","계","관상동맥 우회수술","수술인원수[명]","명","49","46","42","33","25","50","54","86","79","121","126",
"대전","계","관상동맥 우회수술","수술건수[건]","건","50","46","42","33","25","50","54","87","83","124","129",
"대전","계","관상동맥 우회수술","입원일수[일]","일","1046","920","893","645","541","1026","1004","1485","1270","1919","2023",
"대전","계","관상동맥 우회수술","진료비[천원]","천원","1289997","1212659","1206091","1028443","825370","1571282","2000692","3476512","2859140","4784572","5308349",
"대전","계","심장 카테터 삽입술","수술인원수[명]","명","108","68","63","49","50","37","25","19","16","24","26",
"대전","계","심장 카테터 삽입술","수술건수[건]","건","110","69","68","51","51","37","25","20","16","25","27",
"대전","계","심장 카테터 삽입술","입원일수[일]","일","807","539","495","467","410","237","177","187","133","216","268",
"대전","계","심장 카테터 삽입술","진료비[천원]","천원","546567","299501","326089","373030","274829","192930","133334","153110","63329","349520","558167",
"대전","계","정맥류 결찰 및 제거수술","수술인원수[명]","명","363","476","428","348","392","299","255","250","180","144","147",
"대전","계","정맥류 결찰 및 제거수술","수술건수[건]","건","396","483","431","349","396","300","256","252","182","145","152",
"대전","계","정맥류 결찰 및 제거수술","입원일수[일]","일","1275","1048","1009","842","853","515","470","608","362","262","243",
"대전","계","정맥류 결찰 및 제거수술","진료비[천원]","천원","341049","471025","434576","333717","407714","299294","278781","324777","234113","181254","169531",
"대전","계","충수절제술","수술인원수[명]","명","3452","3592","3471","3356","3346","3237","3071","3059","2717","2568","2509",
"대전","계","충수절제술","수술건수[건]","건","3456","3594","3474","3357","3382","3483","3155","3069","2786","2648","2600",
"대전","계","충수절제술","입원일수[일]","일","18969","18423","16812","16124","15304","15502","14394","13842","12003","11682","11655",
"대전","계","충수절제술","진료비[천원]","천원","7278058","8270728","8455274","8678726","8884416","8897244","9374869","9469567","8725545","8811360","8908805",
"대전","계","심박조율장치의 삽입,교체,제거 및 교정","수술인원수[명]","명","418","369","502","462","466","484","424","464","446","459","522",
"대전","계","심박조율장치의 삽입,교체,제거 및 교정","수술건수[건]","건","434","383","515","483","486","501","444","480","472","485","565",
"대전","계","심박조율장치의 삽입,교체,제거 및 교정","입원일수[일]","일","3979","3426","4358","4046","4571","4623","4139","4259","4216","4310","5420",
"대전","계","심박조율장치의 삽입,교체,제거 및 교정","진료비[천원]","천원","3242337","2882623","4162656","4573395","5604891","5711620","6017193","6391846","6357344","7678295","9518638",
"대전","계","담낭절제술(복강경적 담낭절제술 포함)","수술인원수[명]","명","2370","2536","2434","2584","2798","2908","3147","3374","3104","3140","3200",
