"월별","수술종류별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"3월","내시경하 척추수술","입원일수[일]","일","3121","2184","1364","1154","1010","797","698","715","756","787","828","2147","4211","3879","4125","7363","8335",
"3월","내시경하 척추수술","요양급여일수[일]","일","8771","5683","3468","2701","2406","3083","2895","2358","2576","2958","3359","6925","12292","11828","13307","19653","23806",
"3월","내시경하 척추수술","진료비[천원]","천원","653540","413450","267415","196205","186640","188868","166086","151578","158900","180130","182168","462630","855560","935316","1068003","1873539","2564982",
"3월","내시경하 척추수술","급여비[천원]","천원","519543","325959","210357","152192","147179","146313","132186","120534","123974","141897","141074","359377","664389","728308","824614","1451458","1980723",
"3월","일반 척추수술","수술인원수[명]","명","7574","9461","10638","12142","14677","14410","14360","13968","14390","14489","14945","14371","14630","14835","13798","18323","15586",
"3월","일반 척추수술","수술건수[건]","건","7594","9498","10663","12177","14725","14476","14416","14020","14437","14564","15000","14473","14701","14944","13915","18627","16014",
"3월","일반 척추수술","입원일수[일]","일","116051","141107","156337","177512","209421","203899","201618","197852","202936","202496","206442","194344","189385","202371","179018","233573","183707",
"3월","일반 척추수술","요양급여일수[일]","일","218131","275725","309433","355857","425216","418225","413412","399729","414861","416242","427111","402628","403107","431163","395288","523850","423644",
"3월","일반 척추수술","진료비[천원]","천원","23998628","30250789","33886574","38248172","46866953","44243356","41940722","42122797","43989111","46794663","51597553","51278787","54445603","64557818","69763596","95301812","75062205",
"3월","일반 척추수술","급여비[천원]","천원","19493201","24502956","27051086","30444430","37425809","35288772","33310214","33553180","35145298","37347176","41409236","41075890","43691281","51963983","56047420","76632675","60049776",
"3월","내시경하 부비동 수술","수술인원수[명]","명","","","","3685","4318","5150","5434","5331","5306","5407","5517","5399","5790","5696","2631","3214","2600",
"3월","내시경하 부비동 수술","수술건수[건]","건","","","","3759","4386","5246","5552","5451","5414","5497","5601","5483","5869","5780","2681","3287","2653",
"3월","내시경하 부비동 수술","입원일수[일]","일","","","","14610","16561","18325","19131","18398","18722","18005","18259","17292","17575","17954","9401","11270","8489",
"3월","내시경하 부비동 수술","요양급여일수[일]","일","","","","34520","38073","41856","46945","45530","44732","43417","44424","43559","46032","47401","26238","32016","26163",
"3월","내시경하 부비동 수술","진료비[천원]","천원","","","","3509243","4572186","5438337","5627593","5568430","5759796610","6277128","6709148","6835213","7918742","9004390","6126340","7486770","5983209",
"3월","내시경하 부비동 수술","급여비[천원]","천원","","","","2798751","3659285","4368055","4511024","4470527","4620944880","5016726","5376640","5480327","6418358","7257437","5002751","6086639","4837933",
"3월","일반 부비동 수술","수술인원수[명]","명","2998","3025","2996","1060","973","904","787","622","685","604","528","533","484","270","205","222","164",
"3월","일반 부비동 수술","수술건수[건]","건","3099","3134","3106","1101","1017","936","809","643","705","621","535","547","494","271","207","225","170",
"3월","일반 부비동 수술","입원일수[일]","일","12083","12146","12259","4401","4625","4148","3996","2849","3640","3335","2955","3102","2922","1083","1084","1139","798",
"3월","일반 부비동 수술","요양급여일수[일]","일","28984","28216","27947","9042","9029","8269","8105","6249","7006","6245","5625","5955","5726","2587","2435","2833","2227",
"3월","일반 부비동 수술","진료비[천원]","천원","2836567","3116282","3204393","989194","1101941","1190751","1075120","751291","895406900","954878","1015037","1194080","1114017","562005","624252","850404","523979",
"3월","일반 부비동 수술","급여비[천원]","천원","2292587","2518548","2574415","794941","895119","965077","893980","609596","727018420","789189","839534","1007855","940611","470048","531013","742499","441814",
"3월","줄기세포이식술","수술인원수[명]","명","","","","","","","","","","","","","","","","","232",
"3월","줄기세포이식술","수술건수[건]","건","","","","","","","","","","","","","","","","","233",
"3월","줄기세포이식술","입원일수[일]","일","","","","","","","","","","","","","","","","","6612",
"3월","줄기세포이식술","요양급여일수[일]","일","","","","","","","","","","","","","","","","","8386",
"3월","줄기세포이식술","진료비[천원]","천원","","","","","","","","","","","","","","","","","7614601",
"3월","줄기세포이식술","급여비[천원]","천원","","","","","","","","","","","","","","","","","7164605",
"4월","계","수술인원수[명]","명","103934","115215","118250","129689","137724","133971","132834","137586","135284","138945","136114","135238","145358","155343","132731","157025","153347",
"4월","계","수술건수[건]","건","108918","121170","125437","139141","148010","145631","141601","147789","145680","150570","149043","149601","160115","174041","150282","181601","177492",
"4월","계","입원일수[일]","일","718757","796340","808848","893789","924334","900356","884735","888097","866033","876943","871402","862114","918287","948737","805021","963189","908680",
"4월","계","요양급여일수[일]","일","1293745","1472160","1503169","1682261","1762982","1746007","1722110","1718567","1664240","1690536","1681068","1701700","1844169","1922490","1664233","2021866","1942895",
"4월","계","진료비[천원]","천원","193934560","236009339","246694729","289320556","323690477","330181095","317959850","332647584","338781511","378575299","400968660","428181148","497817435","567622211","530248396","671031814","661783537",
"4월","계","급여비[천원]","천원","163994321","198588713","205700107","241502974","275310571","281745790","270102454","282849662","288742347","323135424","343040928","371000506","431905307","490044872","456758097","578801933","571288767",
"4월","백내장 수술","수술인원수[명]","명","21225","23735","27022","29200","32684","35730","31806","35992","35694","38864","37375","36554","42659","49448","39397","50146","49773",
"4월","백내장 수술","수술건수[건]","건","24723","28151","32493","35722","40215","44210","39671","45113","45026","49350","48200","47524","56105","66857","55411","71356","70081",
"4월","백내장 수술","입원일수[일]","일","36743","39935","44696","48539","53474","56203","50420","56961","54167","58724","56659","55691","64390","75117","61660","79996","77172",
"4월","백내장 수술","요양급여일수[일]","일","66400","73197","79207","88406","97403","105827","90317","105340","94764","103052","98158","97726","104613","122089","99022","126533","125434",
"4월","백내장 수술","진료비[천원]","천원","23785741","27762931","32127905","35962901","41255686","43991644","38094926","38514187","39495520","45837222","45440808","45832937","56706146","68374243","63348570","84162374","83949561",
"4월","백내장 수술","급여비[천원]","천원","19492775","22745709","26232599","29372745","33661402","35774251","30877005","31139548","31958901","37071804","36762366","37062479","45899613","55296001","51123641","67991386","67760973",
"4월","편도절제술(아데노이드 적출술 유무에 상관없이)","수술인원수[명]","명","2402","2456","2279","2608","2605","2648","2731","2792","2426","2502","2551","2741","2651","2669","2254","1541","1078",
"4월","편도절제술(아데노이드 적출술 유무에 상관없이)","수술건수[건]","건","2410","2460","2281","2615","2624","2659","2746","2816","2436","2518","2614","2873","2666","2683","2288","1575","1095",
"4월","편도절제술(아데노이드 적출술 유무에 상관없이)","입원일수[일]","일","9975","10171","9192","10842","10959","11006","11124","11153","8045","8248","8335","9029","8358","8185","7120","5145","3134",
"4월","편도절제술(아데노이드 적출술 유무에 상관없이)","요양급여일수[일]","일","22843","24125","22051","25690","25606","26132","27411","27848","19710","20716","21401","23258","21450","21805","18826","13187","8637",
"4월","편도절제술(아데노이드 적출술 유무에 상관없이)","진료비[천원]","천원","1717995","1820235","1700575","2130626","2204313","2272663","2370311","2516785","2194280","2595413","2768609","3075819","3150740","3500359","3493821","2589855","1687787",
"4월","편도절제술(아데노이드 적출술 유무에 상관없이)","급여비[천원]","천원","1487719","1562709","1391526","1748860","1814516","1876935","1958666","2087054","1840523","2172201","2322719","2573416","2756036","3029794","2974747","2159659","1387234",
"4월","경피적 관상동맥확장술 및 절제술","수술인원수[명]","명","326","351","435","506","504","510","549","603","610","640","596","606","661","679","621","864","806",
"4월","경피적 관상동맥확장술 및 절제술","수술건수[건]","건","326","351","437","509","509","511","552","610","611","643","600","615","664","683","630","898","834",
"4월","경피적 관상동맥확장술 및 절제술","입원일수[일]","일","2254","2428","3097","3621","3518","3407","3734","3908","3841","4161","3889","3876","4252","4247","3889","5243","4868",
"4월","경피적 관상동맥확장술 및 절제술","요양급여일수[일]","일","6503","7069","8855","10306","9850","10015","10700","11519","11246","12499","10985","11406","13046","13309","11824","16321","15610",
