"Gender","Career","Donation Source","Category","Unit","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Women","Self-employed","Incheon","Composition Rate[%]","%",".7",".8",".8",".7",".6",".5",".5",".4",".3",".3",".4",".5",".5",".6",".7",".9","1","1.1","1.1",
"Women","Self-employed","Ulsan","Donation Count","Unit","89","83","88","93","103","110","87","105","101","112","104","131","121","131","128","166","170","253","237",
"Women","Self-employed","Ulsan","Composition Rate[%]","%",".5",".5",".7",".6",".6",".6",".5",".5",".5",".5",".4",".6",".6",".6",".6",".9",".9","1.1",".9",
"Women","Self-employed","Gyeonggi","Donation Count","Unit","175","274","269","295","381","351","268","268","263","313","363","391","372","392","436","617","744","726","630",
"Women","Self-employed","Gyeonggi","Composition Rate[%]","%",".8","1","1",".9",".9",".7",".5",".6",".5",".6",".6",".8",".7",".8",".8","1.1","1.3","1.3","1.1",
"Women","Self-employed","Gangwon","Donation Count","Unit","96","116","73","96","113","123","157","146","167","223","224","292","286","268","274","420","455","567","467",
"Women","Self-employed","Gangwon","Composition Rate[%]","%","1.3","1.3",".8",".8",".7",".7",".8",".7",".7",".8",".7","1.1","1","1","1","1.8","1.9","2.1","1.7",
"Women","Self-employed","Chungbook","Donation Count","Unit","79","93","82","105","129","114","105","86","116","150","132","141","155","174","203","290","276","334","279",
"Women","Self-employed","Chungbook","Composition Rate[%]","%",".5",".5",".6",".6",".6",".5",".5",".4",".5",".6",".5",".6",".7",".8",".8","1.5","1.3","1.5","1.3",
"Women","Self-employed","Daejeon/Sejong/Chungnaam","Donation Count","Unit","172","136","121","171","172","187","158","155","156","154","236","238","309","285","305","576","463","572","564",
"Women","Self-employed","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%",".8",".5",".4",".4",".4",".4",".4",".3",".3",".3",".3",".4",".5",".4",".4",".9",".7",".8",".9",
"Women","Self-employed","Jeonbook","Donation Count","Unit","109","159","121","219","148","156","118","151","114","126","129","152","133","155","129","176","159","256","230",
"Women","Self-employed","Jeonbook","Composition Rate[%]","%",".4",".5",".5",".8",".5",".5",".3",".4",".3",".4",".4",".5",".5",".6",".5",".7",".6",".9",".8",
"Women","Self-employed","Gwangju/Jeonnaam","Donation Count","Unit","300","342","301","291","333","320","254","286","229","204","232","311","347","261","315","516","486","685","533",
"Women","Self-employed","Gwangju/Jeonnaam","Composition Rate[%]","%",".7",".6",".6",".5",".5",".5",".4",".4",".3",".3",".3",".5",".5",".4",".5",".9",".8","1.1",".9",
"Women","Self-employed","Gyeongnaam","Donation Count","Unit","110","119","116","141","120","118","84","79","89","120","144","159","139","144","190","324","271","338","265",
"Women","Self-employed","Gyeongnaam","Composition Rate[%]","%",".9",".8",".7",".8",".6",".5",".4",".3",".3",".4",".5",".6",".5",".5",".6","1.1",".9","1.1",".9",
"Women","Self-employed","Jeju","Donation Count","Unit","76","68","63","50","92","134","132","83","102","144","141","137","185","135","196","390","338","405","424",
"Women","Self-employed","Jeju","Composition Rate[%]","%","1.1","1.1","1",".5",".8","1","1.1",".7",".8","1",".9","1.1","1.5","1.3","1.7","3.1","2.7","3.2","2.9",
"Women","Self-employed","Korean Red Cross 외","Donation Count","Unit","140","98","126","152","158","303","367","468","499","520","340","333","297","277","228","336","328","403","465",
"Women","Self-employed","Korean Red Cross 외","Composition Rate[%]","%","1.6","1.2","1",".8",".6",".6",".6",".7",".6",".7",".5",".4",".4",".4",".5",".6",".6",".6",".7",
"Women","Religion-related work","Total","Donation Count","Unit","799","777","762","884","867","760","748","745","616","656","687","588","576","548","510","999","1073","1280","1070",
"Women","Religion-related work","Total","Composition Rate[%]","%",".2",".2",".2",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".2",".2",".1",
"Women","Religion-related work","Korean Red Cross","Donation Count","Unit","754","757","742","847","811","679","652","670","525","562","598","519","515","488","481","877","981","1173","964",
"Women","Religion-related work","Korean Red Cross","Composition Rate[%]","%",".2",".2",".2",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".2",".1",
"Women","Religion-related work","Central Seoul","Donation Count","Unit","84","89","94","101","122","70","","","","","","","","54","61","77","97","92","81",
"Women","Religion-related work","Central Seoul","Composition Rate[%]","%",".2",".2",".2",".2",".2",".1","","","","","","","",".1",".1",".1",".2",".1",".1",
"Women","Religion-related work","Western Seoul","Donation Count","Unit","47","33","69","70","78","37","67","89","73","58","93","68","77","","","","","","",
"Women","Religion-related work","Western Seoul","Composition Rate[%]","%",".2",".1",".2",".2",".2",".2",".1",".1",".1",".1",".1",".1",".1","","","","","","",
"Women","Religion-related work","Southern Seoul","Donation Count","Unit","68","70","73","95","70","67","61","65","56","68","52","43","39","55","39","67","68","82","60",
"Women","Religion-related work","Southern Seoul","Composition Rate[%]","%",".2",".2",".2",".2",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".2",".2",".1",
"Women","Religion-related work","Eastern Seoul","Donation Count","Unit","90","91","114","121","96","105","136","120","77","87","82","90","75","73","69","123","181","196","154",
"Women","Religion-related work","Eastern Seoul","Composition Rate[%]","%",".2",".2",".2",".2",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".2",".3",".3",".2",
"Women","Religion-related work","Busan","Donation Count","Unit","84","63","60","83","69","72","77","65","65","89","78","82","74","78","46","91","115","152","133",
"Women","Religion-related work","Busan","Composition Rate[%]","%",".2",".1",".1",".2",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".2",".2",".2",".2",
"Women","Religion-related work","Daegu/Gyeongbook","Donation Count","Unit","73","48","25","52","47","48","80","58","39","40","41","25","30","37","42","83","82","111","89",
"Women","Religion-related work","Daegu/Gyeongbook","Composition Rate[%]","%",".2",".1",".1",".1",".1",".1",".1",".1","0","0","0","-","-",".1",".1",".1",".1",".2",".1",
"Women","Religion-related work","Incheon","Donation Count","Unit","41","41","62","34","40","39","44","53","56","47","55","39","34","34","56","61","66","98","91",
"Women","Religion-related work","Incheon","Composition Rate[%]","%",".1",".1",".2",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".2",".2",
"Women","Religion-related work","Ulsan","Donation Count","Unit","31","13","12","6","10","6","8","7","2","2","6","5","6","5","11","16","25","16","19",
"Women","Religion-related work","Ulsan","Composition Rate[%]","%",".2",".1",".1","0",".1","0","0","0","0","0","0","-","-","-","-",".1",".1",".1",".1",
"Women","Religion-related work","Gyeonggi","Donation Count","Unit","28","31","23","40","39","22","24","35","21","39","21","29","40","28","26","71","84","65","67",
"Women","Religion-related work","Gyeonggi","Composition Rate[%]","%",".1",".1",".1",".1",".1","0","0",".1","0",".1","0",".1",".1",".1","-",".1",".1",".1",".1",
"Women","Religion-related work","Gangwon","Donation Count","Unit","8","12","15","10","14","8","11","14","7","8","8","4","2","13","3","8","17","16","18",
"Women","Religion-related work","Gangwon","Composition Rate[%]","%",".1",".1",".2",".1",".1","0",".1",".1","0","0","0","-","-","-","-","-",".1",".1",".1",
"Women","Religion-related work","Chungbook","Donation Count","Unit","14","22","6","9","12","20","18","25","14","18","12","6","4","2","7","48","48","39","24",
"Women","Religion-related work","Chungbook","Composition Rate[%]","%",".1",".1","0",".1",".1",".1",".1",".1",".1",".1","0","-","-","-","-",".2",".2",".2",".1",
"Women","Religion-related work","Daejeon/Sejong/Chungnaam","Donation Count","Unit","32","48","64","72","66","44","49","44","32","46","48","38","52","17","13","47","65","72","71",
"Women","Religion-related work","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%",".2",".2",".2",".2",".2",".1",".1",".1",".1",".1",".1",".1",".1","-","-",".1",".1",".1",".1",
"Women","Religion-related work","Jeonbook","Donation Count","Unit","39","60","38","33","46","40","36","39","30","26","21","21","26","35","23","47","32","63","36",
"Women","Religion-related work","Jeonbook","Composition Rate[%]","%",".2",".2",".2",".1",".2",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".2",".1",".2",".1",
"Women","Religion-related work","Gwangju/Jeonnaam","Donation Count","Unit","102","109","73","83","48","53","35","45","47","30","68","49","39","38","67","98","72","116","76",
"Women","Religion-related work","Gwangju/Jeonnaam","Composition Rate[%]","%",".2",".2",".1",".1",".1",".1",".1",".1",".1","0",".1",".1",".1",".1",".1",".2",".1",".2",".1",
"Women","Religion-related work","Gyeongnaam","Donation Count","Unit","6","9","6","11","19","17","2","5","2","1","8","11","13","12","17","24","11","36","17",
"Women","Religion-related work","Gyeongnaam","Composition Rate[%]","%","0",".1","0",".1",".1",".1","0","0","0","0","0","-","-","-",".1",".1","0",".1",".1",
"Women","Religion-related work","Jeju","Donation Count","Unit","7","18","8","27","35","31","4","6","4","3","5","9","4","7","1","16","18","19","28",
"Women","Religion-related work","Jeju","Composition Rate[%]","%",".1",".3",".1",".3",".3",".2","0",".1","0","0","0",".1","-",".1","-",".1",".1",".1",".2",
"Women","Religion-related work","Korean Red Cross 외","Donation Count","Unit","45","20","20","37","56","81","96","75","91","94","89","69","61","60","29","122","92","107","106",
"Women","Religion-related work","Korean Red Cross 외","Composition Rate[%]","%",".5",".2",".2",".2",".2",".2",".2",".1",".1",".1",".1",".1",".1",".1",".1",".2",".2",".2",".1",
"Women","Stay-at-home","Total","Donation Count","Unit","19220","21728","20008","23221","26526","28387","28171","31981","29030","33701","37566","40730","45462","48523","51107","57664","56860","70900","64774",
"Women","Stay-at-home","Total","Composition Rate[%]","%","4.3","4.3","4","3.8","3.8","3.7","3.6","3.9","3.3","3.7","4.1","5.1","5.7","6.3","6.8","8.3","8","9.2","8.4",
"Women","Stay-at-home","Korean Red Cross","Donation Count","Unit","18443","20963","19306","22535","25734","27053","26776","30226","26874","31428","35515","37848","42317","45204","48121","53350","52647","65673","59310",
"Women","Stay-at-home","Korean Red Cross","Composition Rate[%]","%","4.2","4.2","4","3.8","3.9","3.8","3.7","4","3.4","3.8","4.2","5.3","5.8","6.4","6.8","8.3","8","9.3","8.5",
"Women","Stay-at-home","Central Seoul","Donation Count","Unit","1174","1318","1263","1470","1716","2532","","","","","","","","4187","4619","4565","4465","5009","4765",
"Women","Stay-at-home","Central Seoul","Composition Rate[%]","%","2.9","2.8","2.5","2.4","2.8","3.2","","","","","","","","5.9","6.8","7.1","7.3","7.3","6.9",
"Women","Stay-at-home","Western Seoul","Donation Count","Unit","885","1140","1557","1811","2328","1040","2977","3190","2863","2985","3937","3791","4112","","","","","","",
"Women","Stay-at-home","Western Seoul","Composition Rate[%]","%","4.5","4.7","4.2","4.2","4.6","4.2","3.2","3.5","3.1","3","3.9","4.7","5.4","","","","","","",
"Women","Stay-at-home","Southern Seoul","Donation Count","Unit","1585","1913","1630","2081","2155","2161","1832","2426","2076","2229","2385","3029","3438","3429","3623","2964","2920","3574","3322",
"Women","Stay-at-home","Southern Seoul","Composition Rate[%]","%","5.1","5","4.5","4.7","4","3.7","3.2","3.9","3.3","3.8","4.1","5.2","5.6","6.1","6.7","6.4","6.7","7.3","6.8",
"Women","Stay-at-home","Eastern Seoul","Donation Count","Unit","2570","3368","2975","3209","3568","4283","4794","4512","3787","4087","4027","4320","4564","5068","4968","4615","4931","5861","6357",
"Women","Stay-at-home","Eastern Seoul","Composition Rate[%]","%","7","6.8","5.4","5","5","4.9","5.1","4.8","3.9","4","4.4","5.6","5.8","6.5","6.7","7.6","7.8","8.2","8.5",
"Women","Stay-at-home","Busan","Donation Count","Unit","1810","1997","1815","2148","2142","2307","2280","2694","2649","3405","3541","3424","4043","4599","4370","4665","4446","5675","5384",
"Women","Stay-at-home","Busan","Composition Rate[%]","%","3.6","3.8","4.3","4.1","3.8","3.5","3.4","4.1","3.6","4.3","4.5","5.5","6.4","6.9","6.9","7.9","7.5","8.6","8.5",
"Women","Stay-at-home","Daegu/Gyeongbook","Donation Count","Unit","2005","1684","1379","1597","1983","2403","2532","2998","2539","3034","3825","3931","4562","5074","5112","6134","6384","6539","5704",
"Women","Stay-at-home","Daegu/Gyeongbook","Composition Rate[%]","%","4.2","3.4","3.4","2.9","3.1","3.6","3.7","4","3.2","3.6","4.6","5.7","6.7","7.3","7.8","10.7","9.6","9.9","9.2",
"Women","Stay-at-home","Incheon","Donation Count","Unit","1738","1620","1615","1702","1990","2087","2454","2900","2492","2683","3134","3112","3348","3696","3918","4214","4526","5579","4965",
"Women","Stay-at-home","Incheon","Composition Rate[%]","%","4.5","4.7","5.2","4.8","4.9","4.1","4.1","4.9","4.1","4.4","5.3","6.4","7","7.9","8.4","9.2","9.6","11","10",
"Women","Stay-at-home","Ulsan","Donation Count","Unit","855","870","741","742","785","892","894","1221","1191","1423","1651","1644","1720","1809","2103","2146","2384","2766","2801",
"Women","Stay-at-home","Ulsan","Composition Rate[%]","%","5.1","5.1","5.8","4.9","4.7","4.6","4.7","5.8","5.7","6.7","7","7.6","8.4","8.7","9.1","11.4","12.1","12.1","11",
"Women","Stay-at-home","Gyeonggi","Donation Count","Unit","1251","1680","1567","1810","2330","2359","2246","2791","2303","2357","3007","3549","3824","3766","4383","5389","5811","6020","5137",
"Women","Stay-at-home","Gyeonggi","Composition Rate[%]","%","6","6.3","6","5.8","5.5","4.9","4.5","5.9","4.5","4.3","5.1","7","7.5","7.9","8.4","9.9","10.2","10.4","9.2",
"Women","Stay-at-home","Gangwon","Donation Count","Unit","447","534","391","545","726","805","958","1123","1055","1258","1586","1693","1890","2067","2187","2420","2235","3589","2868",
"Women","Stay-at-home","Gangwon","Composition Rate[%]","%","5.9","6","4.3","4.7","4.7","4.7","4.8","5","4.2","4.5","4.7","6.1","6.8","7.8","8.3","10.4","9.2","13.6","10.7",
"Women","Stay-at-home","Chungbook","Donation Count","Unit","452","522","390","445","614","594","666","759","588","851","809","958","1255","1256","1407","1520","1523","2392","1842",
"Women","Stay-at-home","Chungbook","Composition Rate[%]","%","2.7","3","2.7","2.5","3","2.8","3.4","3.5","2.5","3.3","3.1","4.2","5.3","5.6","5.9","7.7","7.3","10.6","8.4",
"Women","Stay-at-home","Daejeon/Sejong/Chungnaam","Donation Count","Unit","641","764","810","1285","1312","1348","1131","1395","1351","1767","2321","2621","2928","3269","3925","5159","4464","5752","5241",
"Women","Stay-at-home","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","3.1","2.5","2.6","3.2","3","3.1","2.5","2.6","2.2","2.9","3.4","4","4.3","4.7","5.4","7.7","6.7","8","7.9",
"Women","Stay-at-home","Jeonbook","Donation Count","Unit","675","710","522","782","765","724","904","1120","884","1213","1169","1263","1285","1393","1495","1884","1657","2255","2052",
"Women","Stay-at-home","Jeonbook","Composition Rate[%]","%","2.7","2.4","2.3","3","2.6","2.4","2.6","3.1","2.5","3.4","3.4","4.4","4.8","5.3","5.4","7.1","6.2","8.1","7.5",
"Women","Stay-at-home","Gwangju/Jeonnaam","Donation Count","Unit","1598","2075","1789","2027","2157","2393","2102","2034","1880","2421","2273","2471","2957","2987","3284","3924","3480","6226","4646",
