"Gender","Blood Type","Donation Source","Category","Unit","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Men+Women","Type AB","Jeju","Donation Count[Unit]","Unit","8","8","14","16","21","16","16","14","28","20","25","18","14","5","15","11","13","15","19",
"Men+Women","Type AB","Jeju","Composition Rate[%]","%","0","0",".1","0",".1","0","0","0",".1",".1",".1",".1","-","-","-","-","0","0","0",
"Men+Women","Type AB","Korean Red Cross 외","Donation Count[Unit]","Unit","18","7","3","13","48","61","67","74","78","72","78","103","110","130","103","75","71","93","98",
"Men+Women","Type AB","Korean Red Cross 외","Composition Rate[%]","%","0","0","0","0","0","0","0","0","0","0","0","-",".1",".1",".1","-","0","0","0",
"Men","Total","Total","Donation Count[Unit]","Unit","1831613","1792038","1592279","1741184","1879514","1898213","1824531","1905688","2035857","2137369","2165411","2066926","2132241","2106912","2036566","1916444","1895131","1876184","2008892",
"Men","Total","Korean Red Cross","Donation Count[Unit]","Unit","1789525","1748275","1545871","1677786","1799092","1797670","1717257","1790590","1909293","2007168","2029746","1926108","1988861","1972773","1909232","1793118","1771956","1735122","1845259",
"Men","Total","Central Seoul","Donation Count[Unit]","Unit","169824","174506","137432","147238","147925","172472","","","","","","","","195481","182916","157832","155322","155262","165697",
"Men","Total","Western Seoul","Donation Count[Unit]","Unit","113857","114093","117615","127664","142695","65259","179077","191971","209828","234946","231660","210930","201838","","","","","","",
"Men","Total","Southern Seoul","Donation Count[Unit]","Unit","149974","151475","136271","143313","154754","161920","160365","166236","172180","170207","165554","169319","185180","173905","160320","144323","132869","132872","147219",
"Men","Total","Eastern Seoul","Donation Count[Unit]","Unit","158684","150842","127101","134427","141682","162081","171213","181050","198140","213068","206563","195744","201327","201187","186199","171190","167635","166638","180698",
"Men","Total","Busan","Donation Count[Unit]","Unit","163134","160286","147725","157411","160198","167419","150860","152398","156401","156994","158533","143066","151757","156593","149783","138067","135511","138212","142395",
"Men","Total","Daegu/Gyeongbook","Donation Count[Unit]","Unit","146703","139819","117241","132309","151628","146567","142391","152043","166006","178406","177684","168424","172578","176709","167290","139286","159155","158967","167443",
"Men","Total","Incheon","Donation Count[Unit]","Unit","90515","86833","79101","86693","89984","102831","115288","114453","117031","124396","121411","113269","115780","110801","112002","119383","119848","119983","127399",
"Men","Total","Ulsan","Donation Count[Unit]","Unit","61828","64903","52640","56031","57357","55041","54331","57870","60388","68146","70085","65717","65900","66006","68561","63660","63842","64183","73750",
"Men","Total","Gyeonggi","Donation Count[Unit]","Unit","117416","114908","102817","110129","122372","123615","126466","128317","140559","151967","159274","154592","159730","156393","158935","171193","168602","158940","169324",
"Men","Total","Gangwon","Donation Count[Unit]","Unit","75508","67686","55609","61668","64310","66394","72405","85987","95113","99831","116232","122194","127367","134733","127408","117333","110113","98394","106032",
"Men","Total","Chungbook","Donation Count[Unit]","Unit","60752","61782","58357","67104","78801","80021","71818","78316","74971","74594","73575","66760","71989","71508","70263","65938","63824","61230","63581",
"Men","Total","Daejeon/Sejong/Chungnaam","Donation Count[Unit]","Unit","140630","116662","115479","132794","139646","149091","145124","152287","163562","170744","180633","171357","173478","178680","176499","171640","166881","165157","168393",
"Men","Total","Jeonbook","Donation Count[Unit]","Unit","95457","88799","75743","81835","91565","94416","90925","92343","95861","89849","94813","87682","87191","82490","81328","76352","76286","69236","72737",
"Men","Total","Gwangju/Jeonnaam","Donation Count[Unit]","Unit","132050","144359","125849","131553","137614","130294","123318","121889","134077","139455","141809","133199","147667","141168","141682","127499","127598","124892","128962",
"Men","Total","Gyeongnaam","Donation Count[Unit]","Unit","88225","87567","75367","84418","93545","95546","91966","94915","103678","111425","106235","100136","101365","102900","101395","100405","95004","92168","99097",
"Men","Total","Jeju","Donation Count[Unit]","Unit","24968","23755","21524","23199","25016","24703","21710","20515","21498","23140","25685","23719","25714","24219","24651","29017","29466","28988","32532",
"Men","Total","Korean Red Cross 외","Donation Count[Unit]","Unit","42088","43763","46408","63398","80422","100543","107274","115098","126564","130201","135665","140818","143380","134139","127334","123326","123175","141062","163633",
"Men","RH(+)","Total","Donation Count[Unit]","Unit","1825105","1785319","1586151","1734766","1872569","1890789","1817156","1897617","2027004","2127844","2156260","2058453","2123770","2098360","2028354","1908488","1886805","1868136","2000698",
"Men","RH(+)","Total","Composition Rate[%]","%","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6",
"Men","RH(+)","Korean Red Cross","Donation Count[Unit]","Unit","1783096","1741664","1539810","1671524","1792438","1790654","1710282","1782933","1900877","1998111","2021059","1918093","1980887","1964703","1901490","1785601","1764109","1727594","1837619",
"Men","RH(+)","Korean Red Cross","Composition Rate[%]","%","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.5","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6",
"Men","RH(+)","Central Seoul","Donation Count[Unit]","Unit","169215","173853","136910","146738","147362","171759","","","","","","","","194640","182180","157156","154593","154530","164969",
"Men","RH(+)","Central Seoul","Composition Rate[%]","%","99.6","99.6","99.6","99.7","99.6","99.6","","","","","","","","99.6","99.6","99.6","99.5","99.5","99.6",
"Men","RH(+)","Western Seoul","Donation Count[Unit]","Unit","113398","113589","117075","127184","142124","64996","178286","191107","208843","233796","230696","210036","200979","","","","","","",
"Men","RH(+)","Western Seoul","Composition Rate[%]","%","99.6","99.6","99.5","99.6","99.6","99.6","99.6","99.5","99.5","99.5","99.6","99.6","99.6","","","","","","",
"Men","RH(+)","Southern Seoul","Donation Count[Unit]","Unit","149389","150866","135739","142737","154164","161248","159729","165381","171295","169410","164768","168560","184376","173154","159720","143776","132302","132310","146700",
"Men","RH(+)","Southern Seoul","Composition Rate[%]","%","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.5","99.5","99.5","99.5","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6",
"Men","RH(+)","Eastern Seoul","Donation Count[Unit]","Unit","158188","150316","126579","133887","141119","161444","170492","180312","197308","212174","205722","194872","200508","200371","185372","170469","166878","165880","179950",
"Men","RH(+)","Eastern Seoul","Composition Rate[%]","%","99.7","99.7","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.5","99.5","99.6",
"Men","RH(+)","Busan","Donation Count[Unit]","Unit","162591","159725","147202","156847","159637","166765","150228","151743","155776","156260","157878","142502","151146","155976","149173","137502","134958","137727","141861",
"Men","RH(+)","Busan","Composition Rate[%]","%","99.7","99.7","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.5","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6",
"Men","RH(+)","Daegu/Gyeongbook","Donation Count[Unit]","Unit","146131","139248","116692","131758","151060","145958","141816","151367","165323","177622","176924","167746","171884","176035","166620","138738","158441","158290","166688",
"Men","RH(+)","Daegu/Gyeongbook","Composition Rate[%]","%","99.6","99.6","99.5","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.5",
"Men","RH(+)","Incheon","Donation Count[Unit]","Unit","90221","86524","78745","86356","89661","102425","114772","113899","116374","123788","120797","112797","115293","110291","111544","118827","119312","119466","126901",
"Men","RH(+)","Incheon","Composition Rate[%]","%","99.7","99.6","99.5","99.6","99.6","99.6","99.6","99.5","99.4","99.5","99.5","99.6","99.6","99.5","99.6","99.5","99.6","99.6","99.6",
"Men","RH(+)","Ulsan","Donation Count[Unit]","Unit","61564","64657","52416","55813","57153","54780","54097","57644","60144","67809","69747","65414","65633","65705","68253","63365","63543","63899","73412",
"Men","RH(+)","Ulsan","Composition Rate[%]","%","99.6","99.6","99.6","99.6","99.6","99.5","99.6","99.6","99.6","99.5","99.5","99.5","99.6","99.5","99.6","99.5","99.5","99.6","99.5",
"Men","RH(+)","Gyeonggi","Donation Count[Unit]","Unit","116951","114492","102408","109686","121919","123096","125944","127714","139867","151236","158553","153863","158999","155635","158252","170411","167744","158158","168538",
"Men","RH(+)","Gyeonggi","Composition Rate[%]","%","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.6","99.5","99.5","99.5","99.5",
"Men","RH(+)","Gangwon","Donation Count[Unit]","Unit","75245","67429","55415","61443","64100","66167","72150","85720","94772","99400","115752","121713","126910","134209","126968","116892","109707","97990","105602",
"Men","RH(+)","Gangwon","Composition Rate[%]","%","99.7","99.6","99.7","99.6","99.7","99.7","99.6","99.7","99.6","99.6","99.6","99.6","99.6","99.6","99.7","99.6","99.6","99.6","99.6",
"Men","RH(+)","Chungbook","Donation Count[Unit]","Unit","60538","61509","58103","66871","78496","79730","71556","77980","74629","74248","73252","66493","71727","71199","69941","65621","63515","60956","63270",
"Men","RH(+)","Chungbook","Composition Rate[%]","%","99.6","99.6","99.6","99.7","99.6","99.6","99.6","99.6","99.5","99.5","99.6","99.6","99.6","99.6","99.5","99.5","99.5","99.6","99.5",
"Men","RH(+)","Daejeon/Sejong/Chungnaam","Donation Count[Unit]","Unit","140168","116211","115040","132358","139083","148498","144502","151643","162865","170048","179915","170706","172823","178007","175803","170867","166099","164415","167672",
"Men","RH(+)","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","99.7","99.6","99.6","99.7","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.5","99.5","99.6","99.6",
"Men","RH(+)","Jeonbook","Donation Count[Unit]","Unit","95148","88535","75478","81530","91273","94110","90579","91965","95443","89412","94396","87331","86848","82142","81008","76066","75994","69003","72488",
"Men","RH(+)","Jeonbook","Composition Rate[%]","%","99.7","99.7","99.7","99.6","99.7","99.7","99.6","99.6","99.6","99.5","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.7","99.7",
"Men","RH(+)","Gwangju/Jeonnaam","Donation Count[Unit]","Unit","131570","143864","125458","131110","137169","129872","122877","121475","133606","138949","141343","132751","147145","140696","141166","127056","127085","124394","128513",
"Men","RH(+)","Gwangju/Jeonnaam","Composition Rate[%]","%","99.6","99.7","99.7","99.7","99.7","99.7","99.6","99.7","99.6","99.6","99.7","99.7","99.6","99.7","99.6","99.7","99.6","99.6","99.7",
"Men","RH(+)","Gyeongnaam","Donation Count[Unit]","Unit","87912","87190","75103","84089","93195","95189","91613","94553","103239","110900","105717","99690","100989","102499","100939","99940","94590","91736","98695",
"Men","RH(+)","Gyeongnaam","Composition Rate[%]","%","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.5","99.5","99.6","99.6","99.6","99.6","99.5","99.6","99.5","99.6",
"Men","RH(+)","Jeju","Donation Count[Unit]","Unit","24867","23656","21447","23117","24923","24617","21641","20430","21393","23059","25599","23619","25627","24144","24551","28915","29348","28840","32360",
"Men","RH(+)","Jeju","Composition Rate[%]","%","99.6","99.6","99.6","99.6","99.6","99.7","99.7","99.6","99.5","99.6","99.7","99.6","99.7","99.7","99.6","99.6","99.6","99.5","99.5",
"Men","RH(+)","Korean Red Cross 외","Donation Count[Unit]","Unit","42009","43655","46341","63242","80131","100135","106874","114684","126127","129733","135201","140360","142883","133657","126864","122887","122696","140542","163079",
"Men","RH(+)","Korean Red Cross 외","Composition Rate[%]","%","99.8","99.8","99.9","99.8","99.6","99.6","99.6","99.6","99.7","99.6","99.7","99.7","99.7","99.6","99.6","99.6","99.6","99.6","99.7",
"Men","Type O","Total","Donation Count[Unit]","Unit","498226","488611","434903","474347","510307","514642","497242","517434","551738","576967","586753","561937","581978","572773","557649","523124","519500","512860","550961",
"Men","Type O","Total","Composition Rate[%]","%","27.2","27.3","27.3","27.2","27.2","27.1","27.3","27.2","27.1","27","27.1","27.2","27.3","27.2","27.4","27.3","27.4","27.3","27.4",
"Men","Type O","Korean Red Cross","Donation Count[Unit]","Unit","486553","476617","422138","457082","488184","487214","468047","486057","516836","541041","548806","522910","542664","536173","522377","488712","485363","473883","505717",
"Men","Type O","Korean Red Cross","Composition Rate[%]","%","27.2","27.3","27.3","27.2","27.1","27.1","27.3","27.1","27.1","27","27","27.1","27.3","27.2","27.4","27.3","27.4","27.3","27.4",
"Men","Type O","Central Seoul","Donation Count[Unit]","Unit","45967","47749","37832","40468","40474","46782","","","","","","","","53181","50466","43445","43013","42623","45491",
"Men","Type O","Central Seoul","Composition Rate[%]","%","27.1","27.4","27.5","27.5","27.4","27.1","","","","","","","","27.2","27.6","27.5","27.7","27.5","27.5",
"Men","Type O","Western Seoul","Donation Count[Unit]","Unit","31097","31407","32294","34538","38498","17518","49093","52948","57909","63908","62502","56933","55102","","","","","","",
"Men","Type O","Western Seoul","Composition Rate[%]","%","27.3","27.5","27.5","27.1","27","26.8","27.4","27.6","27.6","27.2","27","27","27.3","","","","","","",
"Men","Type O","Southern Seoul","Donation Count[Unit]","Unit","41058","41783","37318","39400","42406","44876","44621","45485","47027","46468","44955","45875","50295","47434","43836","39017","35767","36349","40105",
"Men","Type O","Southern Seoul","Composition Rate[%]","%","27.4","27.6","27.4","27.5","27.4","27.7","27.8","27.4","27.3","27.3","27.2","27.1","27.2","27.3","27.3","27","26.9","27.4","27.2",
"Men","Type O","Eastern Seoul","Donation Count[Unit]","Unit","43138","40800","34478","36767","38327","43953","46757","48943","53445","57424","56131","53288","54803","54459","51377","46584","45980","45546","49611",
"Men","Type O","Eastern Seoul","Composition Rate[%]","%","27.2","27","27.1","27.4","27.1","27.1","27.3","27","27","27","27.2","27.2","27.2","27.1","27.6","27.2","27.4","27.3","27.5",
"Men","Type O","Busan","Donation Count[Unit]","Unit","44622","43615","40588","43562","44321","45757","41729","41613","42447","42652","43015","39245","42462","43115","40951","37632","37201","37446","38354",
"Men","Type O","Busan","Composition Rate[%]","%","27.4","27.2","27.5","27.7","27.7","27.3","27.7","27.3","27.1","27.2","27.1","27.4","28","27.5","27.3","27.3","27.5","27.1","26.9",
"Men","Type O","Daegu/Gyeongbook","Donation Count[Unit]","Unit","40685","39276","32829","36913","42001","40549","39295","41966","45846","48976","49020","46846","48350","49399","46588","39007","45050","44596","47144",
"Men","Type O","Daegu/Gyeongbook","Composition Rate[%]","%","27.7","28.1","28","27.9","27.7","27.7","27.6","27.6","27.6","27.5","27.6","27.8","28","28","27.8","28","28.3","28.1","28.2",
"Men","Type O","Incheon","Donation Count[Unit]","Unit","24781","24143","21898","23693","24834","28020","31821","31511","31917","33402","32879","31139","31966","30485","30756","32852","33086","33250","35429",
"Men","Type O","Incheon","Composition Rate[%]","%","27.4","27.8","27.7","27.3","27.6","27.2","27.6","27.5","27.3","26.9","27.1","27.5","27.6","27.5","27.5","27.5","27.6","27.7","27.8",
"Men","Type O","Ulsan","Donation Count[Unit]","Unit","17494","18047","14789","15569","16096","15425","15096","15783","16492","18675","18894","17568","17937","18032","18811","17478","17639","17771","20830",
"Men","Type O","Ulsan","Composition Rate[%]","%","28.3","27.8","28.1","27.8","28.1","28","27.8","27.3","27.3","27.4","27","26.7","27.2","27.3","27.4","27.5","27.6","27.7","28.2",
"Men","Type O","Gyeonggi","Donation Count[Unit]","Unit","32159","31723","28619","30506","33362","33869","34922","34967","38164","40945","43543","42464","44252","42990","44329","47715","46862","43873","46880",
